id_user,fecha_ing,n_pedidos
179,2022-01-02,90
180,2022-01-02,27
181,2022-01-02,59
182,2022-01-02,67
183,2022-01-02,30
184,2022-01-02,95
185,2022-01-02,76
186,2022-01-02,80
187,2022-01-02,118
188,2022-01-02,68
189,2022-01-02,31
190,2022-01-02,112
191,2022-01-02,20
192,2022-01-02,68
193,2022-01-02,95
194,2022-01-02,15
195,2022-01-02,67
196,2022-01-02,63
197,2022-01-02,65
198,2022-01-02,108
199,2022-01-02,11
200,2022-01-02,116
201,2022-01-02,87
202,2022-01-02,12
203,2022-01-02,119
204,2022-01-02,50
205,2022-01-02,61
206,2022-01-02,28
207,2022-01-02,105
208,2022-01-02,108
209,2022-01-02,62
210,2022-01-02,100
211,2022-01-02,12
212,2022-01-02,106
213,2022-01-02,44
214,2022-01-02,81
215,2022-01-02,116
216,2022-01-02,44
217,2022-01-02,104
218,2022-01-02,104
219,2022-01-02,51
220,2022-01-02,4
221,2022-01-02,26
222,2022-01-02,46
223,2022-01-02,117
224,2022-01-02,35
225,2022-01-02,113
226,2022-01-02,69
227,2022-01-02,90
228,2022-01-02,18
229,2022-01-02,18
230,2022-01-02,3
231,2022-01-02,87
232,2022-01-02,20
233,2022-01-02,20
234,2022-01-02,95
235,2022-01-02,40
236,2022-01-02,21
237,2022-01-02,40
238,2022-01-02,56
239,2022-01-02,13
240,2022-01-02,84
241,2022-01-02,105
242,2022-01-02,64
243,2022-01-02,108
244,2022-01-02,70
245,2022-01-02,46
246,2022-01-02,103
247,2022-01-02,73
248,2022-01-02,40
249,2022-01-02,118
250,2022-01-02,100
251,2022-01-02,86
252,2022-01-02,69
253,2022-01-02,2
254,2022-01-02,71
255,2022-01-02,69
256,2022-01-02,99
257,2022-01-02,21
258,2022-01-02,19
259,2022-01-02,4
260,2022-01-02,54
261,2022-01-02,109
262,2022-01-02,104
263,2022-01-02,64
264,2022-01-02,7
265,2022-01-02,62
266,2022-01-02,9
267,2022-01-02,17
268,2022-01-02,107
269,2022-01-02,28
270,2022-01-02,42
271,2022-01-02,50
272,2022-01-02,59
273,2022-01-02,76
274,2022-01-02,29
275,2022-01-02,25
276,2022-01-02,3
277,2022-01-02,93
278,2022-01-02,40
279,2022-01-02,113
280,2022-01-02,4
281,2022-01-02,41
282,2022-01-02,71
283,2022-01-02,49
284,2022-01-02,58
285,2022-01-02,104
286,2022-01-02,82
287,2022-01-02,15
288,2022-01-02,119
289,2022-01-02,54
290,2022-01-02,66
291,2022-01-02,103
292,2022-01-02,11
293,2022-01-02,92
294,2022-01-02,35
295,2022-01-02,32
296,2022-01-02,37
297,2022-01-02,48
298,2022-01-02,53
299,2022-01-02,56
300,2022-01-02,65
301,2022-01-02,84
302,2022-01-02,2
303,2022-01-02,30
304,2022-01-02,13
305,2022-01-02,33
306,2022-01-02,40
307,2022-01-02,28
308,2022-01-02,1
309,2022-01-02,48
310,2022-01-02,78
311,2022-01-02,77
312,2022-01-02,6
313,2022-01-02,1
314,2022-01-02,93
315,2022-01-02,95
316,2022-01-02,20
317,2022-01-02,114
318,2022-01-02,66
319,2022-01-02,10
320,2022-01-03,54
321,2022-01-03,66
322,2022-01-03,32
323,2022-01-03,4
324,2022-01-03,7
325,2022-01-03,47
326,2022-01-03,51
327,2022-01-03,98
328,2022-01-03,75
329,2022-01-03,20
330,2022-01-03,97
331,2022-01-03,113
332,2022-01-03,26
333,2022-01-03,76
334,2022-01-03,89
335,2022-01-03,7
336,2022-01-03,72
337,2022-01-03,67
338,2022-01-03,111
339,2022-01-03,10
340,2022-01-03,100
341,2022-01-03,73
342,2022-01-03,83
343,2022-01-03,107
344,2022-01-03,47
345,2022-01-03,51
346,2022-01-03,66
347,2022-01-03,86
348,2022-01-03,8
349,2022-01-03,17
350,2022-01-03,72
351,2022-01-03,111
352,2022-01-03,94
353,2022-01-03,79
354,2022-01-03,86
355,2022-01-03,33
356,2022-01-03,53
357,2022-01-03,95
358,2022-01-03,101
359,2022-01-03,12
360,2022-01-03,0
361,2022-01-03,41
362,2022-01-03,97
363,2022-01-03,16
364,2022-01-03,58
365,2022-01-03,22
366,2022-01-03,88
367,2022-01-03,34
368,2022-01-03,15
369,2022-01-03,91
370,2022-01-03,51
371,2022-01-03,85
372,2022-01-03,91
373,2022-01-03,12
374,2022-01-03,86
375,2022-01-03,48
376,2022-01-03,17
377,2022-01-03,1
378,2022-01-03,41
379,2022-01-03,79
380,2022-01-03,28
381,2022-01-03,22
382,2022-01-03,49
383,2022-01-03,56
384,2022-01-03,101
385,2022-01-03,59
386,2022-01-03,53
387,2022-01-03,58
388,2022-01-03,64
389,2022-01-03,96
390,2022-01-03,117
391,2022-01-03,51
392,2022-01-03,93
393,2022-01-03,60
394,2022-01-03,27
395,2022-01-03,67
396,2022-01-03,41
397,2022-01-03,42
398,2022-01-03,112
399,2022-01-03,61
400,2022-01-03,31
401,2022-01-03,46
402,2022-01-03,71
403,2022-01-03,72
404,2022-01-03,41
405,2022-01-03,46
406,2022-01-03,53
407,2022-01-03,36
408,2022-01-03,64
409,2022-01-03,114
410,2022-01-03,98
411,2022-01-03,4
412,2022-01-03,24
413,2022-01-03,110
414,2022-01-03,76
415,2022-01-03,26
416,2022-01-03,82
417,2022-01-03,18
418,2022-01-03,78
419,2022-01-03,72
420,2022-01-03,61
421,2022-01-03,33
422,2022-01-03,10
423,2022-01-03,59
424,2022-01-03,85
425,2022-01-03,25
426,2022-01-03,0
427,2022-01-03,7
428,2022-01-03,39
429,2022-01-03,46
430,2022-01-03,31
431,2022-01-03,99
432,2022-01-03,96
433,2022-01-03,13
434,2022-01-03,63
435,2022-01-03,73
436,2022-01-03,8
437,2022-01-03,72
438,2022-01-03,56
439,2022-01-03,36
440,2022-01-03,47
441,2022-01-03,43
442,2022-01-03,96
443,2022-01-03,89
444,2022-01-03,4
445,2022-01-03,95
446,2022-01-03,69
447,2022-01-03,41
448,2022-01-03,35
449,2022-01-03,70
450,2022-01-03,75
451,2022-01-03,85
452,2022-01-03,19
453,2022-01-03,39
454,2022-01-03,49
455,2022-01-03,55
456,2022-01-03,32
457,2022-01-03,72
458,2022-01-03,69
459,2022-01-03,6
460,2022-01-03,25
461,2022-01-03,78
462,2022-01-03,14
463,2022-01-03,18
464,2022-01-03,100
465,2022-01-03,37
466,2022-01-03,45
467,2022-01-03,74
468,2022-01-03,25
469,2022-01-03,28
470,2022-01-03,53
471,2022-01-03,74
472,2022-01-03,110
473,2022-01-03,41
474,2022-01-03,16
475,2022-01-03,106
476,2022-01-03,48
477,2022-01-03,63
478,2022-01-03,114
479,2022-01-03,17
480,2022-01-03,62
481,2022-01-03,4
482,2022-01-03,89
483,2022-01-03,65
484,2022-01-03,27
485,2022-01-03,7
486,2022-01-03,75
487,2022-01-03,93
488,2022-01-03,2
489,2022-01-03,118
490,2022-01-03,31
491,2022-01-03,25
492,2022-01-03,69
493,2022-01-03,111
494,2022-01-03,111
495,2022-01-03,26
496,2022-01-03,106
497,2022-01-03,76
498,2022-01-03,33
499,2022-01-04,29
500,2022-01-04,6
501,2022-01-04,113
502,2022-01-04,47
503,2022-01-04,75
504,2022-01-04,66
505,2022-01-04,25
506,2022-01-04,52
507,2022-01-04,51
508,2022-01-04,103
509,2022-01-04,48
510,2022-01-04,81
511,2022-01-04,12
512,2022-01-04,0
513,2022-01-04,84
514,2022-01-04,53
515,2022-01-04,44
516,2022-01-04,36
517,2022-01-04,103
518,2022-01-04,68
519,2022-01-04,67
520,2022-01-04,89
521,2022-01-04,101
522,2022-01-04,60
523,2022-01-04,4
524,2022-01-04,60
525,2022-01-04,18
526,2022-01-04,50
527,2022-01-04,32
528,2022-01-04,106
529,2022-01-04,33
530,2022-01-04,32
531,2022-01-04,64
532,2022-01-04,112
533,2022-01-04,99
534,2022-01-04,72
535,2022-01-04,98
536,2022-01-04,45
537,2022-01-04,110
538,2022-01-04,47
539,2022-01-04,110
540,2022-01-04,108
541,2022-01-04,99
542,2022-01-04,68
543,2022-01-04,82
544,2022-01-04,82
545,2022-01-04,66
546,2022-01-04,103
547,2022-01-04,68
548,2022-01-04,87
549,2022-01-04,103
550,2022-01-04,32
551,2022-01-04,56
552,2022-01-04,59
553,2022-01-04,22
554,2022-01-04,101
555,2022-01-04,93
556,2022-01-04,28
557,2022-01-04,55
558,2022-01-04,65
559,2022-01-04,6
560,2022-01-04,75
561,2022-01-04,41
562,2022-01-04,69
563,2022-01-04,15
564,2022-01-04,36
565,2022-01-04,117
566,2022-01-04,97
567,2022-01-04,78
568,2022-01-04,112
569,2022-01-04,18
570,2022-01-04,100
571,2022-01-04,103
572,2022-01-04,35
573,2022-01-04,65
574,2022-01-04,73
575,2022-01-04,105
576,2022-01-04,83
577,2022-01-04,80
578,2022-01-04,78
579,2022-01-04,46
580,2022-01-04,60
581,2022-01-04,64
582,2022-01-04,63
583,2022-01-04,101
584,2022-01-04,46
585,2022-01-04,24
586,2022-01-04,13
587,2022-01-04,84
588,2022-01-04,100
589,2022-01-04,101
590,2022-01-04,110
591,2022-01-04,48
592,2022-01-04,38
593,2022-01-04,27
594,2022-01-04,104
595,2022-01-04,88
596,2022-01-04,37
597,2022-01-04,85
598,2022-01-04,114
599,2022-01-04,67
600,2022-01-04,116
601,2022-01-04,83
602,2022-01-04,104
603,2022-01-04,82
604,2022-01-04,36
605,2022-01-04,101
606,2022-01-04,116
607,2022-01-04,71
608,2022-01-04,29
609,2022-01-04,30
610,2022-01-04,113
611,2022-01-04,113
612,2022-01-04,1
613,2022-01-04,47
614,2022-01-04,98
615,2022-01-04,53
616,2022-01-04,78
617,2022-01-04,72
618,2022-01-04,113
619,2022-01-04,19
620,2022-01-04,50
621,2022-01-04,119
622,2022-01-04,29
623,2022-01-04,112
624,2022-01-04,105
625,2022-01-04,62
626,2022-01-04,62
627,2022-01-04,93
628,2022-01-04,37
629,2022-01-04,83
630,2022-01-04,9
631,2022-01-04,11
632,2022-01-04,17
633,2022-01-04,101
634,2022-01-04,88
635,2022-01-04,104
636,2022-01-04,100
637,2022-01-04,62
638,2022-01-04,25
639,2022-01-04,42
640,2022-01-04,27
641,2022-01-04,75
642,2022-01-04,26
643,2022-01-04,7
644,2022-01-04,7
645,2022-01-04,112
646,2022-01-04,106
647,2022-01-04,93
648,2022-01-04,113
649,2022-01-04,0
650,2022-01-04,28
651,2022-01-04,48
652,2022-01-04,40
653,2022-01-04,49
654,2022-01-04,34
655,2022-01-04,108
656,2022-01-04,95
657,2022-01-04,88
658,2022-01-04,79
659,2022-01-04,68
660,2022-01-04,104
661,2022-01-04,62
662,2022-01-04,8
663,2022-01-04,78
664,2022-01-04,110
665,2022-01-04,115
666,2022-01-04,61
667,2022-01-04,101
668,2022-01-04,107
669,2022-01-04,93
670,2022-01-04,13
671,2022-01-04,32
672,2022-01-04,106
673,2022-01-04,42
674,2022-01-04,80
675,2022-01-04,4
676,2022-01-04,66
677,2022-01-05,38
678,2022-01-05,91
679,2022-01-05,90
680,2022-01-05,53
681,2022-01-05,81
682,2022-01-05,8
683,2022-01-05,35
684,2022-01-05,48
685,2022-01-05,24
686,2022-01-05,71
687,2022-01-05,110
688,2022-01-05,99
689,2022-01-05,7
690,2022-01-05,110
691,2022-01-05,97
692,2022-01-05,30
693,2022-01-05,19
694,2022-01-05,40
695,2022-01-05,67
696,2022-01-05,96
697,2022-01-05,76
698,2022-01-05,7
699,2022-01-05,17
700,2022-01-05,35
701,2022-01-05,114
702,2022-01-05,30
703,2022-01-05,78
704,2022-01-05,49
705,2022-01-05,16
706,2022-01-05,62
707,2022-01-05,29
708,2022-01-05,105
709,2022-01-05,53
710,2022-01-05,61
711,2022-01-05,13
712,2022-01-05,30
713,2022-01-05,54
714,2022-01-05,113
715,2022-01-05,85
716,2022-01-05,86
717,2022-01-05,89
718,2022-01-05,46
719,2022-01-05,66
720,2022-01-05,83
721,2022-01-05,71
722,2022-01-05,36
723,2022-01-05,87
724,2022-01-05,46
725,2022-01-05,117
726,2022-01-05,15
727,2022-01-05,32
728,2022-01-05,76
729,2022-01-05,60
730,2022-01-05,11
731,2022-01-05,79
732,2022-01-05,67
733,2022-01-05,21
734,2022-01-05,97
735,2022-01-05,56
736,2022-01-05,25
737,2022-01-05,61
738,2022-01-05,27
739,2022-01-05,83
740,2022-01-05,7
741,2022-01-05,66
742,2022-01-05,29
743,2022-01-05,50
744,2022-01-05,91
745,2022-01-05,73
746,2022-01-05,98
747,2022-01-05,83
748,2022-01-05,6
749,2022-01-05,95
750,2022-01-05,59
751,2022-01-05,38
752,2022-01-05,6
753,2022-01-05,16
754,2022-01-05,105
755,2022-01-05,114
756,2022-01-05,51
757,2022-01-05,61
758,2022-01-05,13
759,2022-01-05,86
760,2022-01-05,15
761,2022-01-05,119
762,2022-01-05,44
763,2022-01-05,76
764,2022-01-05,68
765,2022-01-05,67
766,2022-01-05,114
767,2022-01-05,41
768,2022-01-05,60
769,2022-01-05,38
770,2022-01-05,99
771,2022-01-05,73
772,2022-01-05,89
773,2022-01-05,76
774,2022-01-05,8
775,2022-01-05,94
776,2022-01-05,17
777,2022-01-05,82
778,2022-01-05,41
779,2022-01-05,49
780,2022-01-05,13
781,2022-01-05,18
782,2022-01-05,105
783,2022-01-05,107
784,2022-01-05,43
785,2022-01-05,29
786,2022-01-05,91
787,2022-01-05,65
788,2022-01-05,103
789,2022-01-05,107
790,2022-01-05,71
791,2022-01-05,69
792,2022-01-05,25
793,2022-01-05,117
794,2022-01-05,68
795,2022-01-05,60
796,2022-01-05,80
797,2022-01-05,104
798,2022-01-05,50
799,2022-01-05,63
800,2022-01-05,24
801,2022-01-05,71
802,2022-01-05,3
803,2022-01-05,50
804,2022-01-05,6
805,2022-01-05,34
806,2022-01-05,64
807,2022-01-05,32
808,2022-01-05,73
809,2022-01-05,73
810,2022-01-05,117
811,2022-01-05,84
812,2022-01-05,105
813,2022-01-05,116
814,2022-01-05,24
815,2022-01-05,31
816,2022-01-05,30
817,2022-01-05,20
818,2022-01-05,19
819,2022-01-05,93
820,2022-01-05,67
821,2022-01-05,5
822,2022-01-05,64
823,2022-01-05,90
824,2022-01-05,38
825,2022-01-05,76
826,2022-01-05,0
827,2022-01-05,21
828,2022-01-05,86
829,2022-01-05,50
830,2022-01-05,63
831,2022-01-05,21
832,2022-01-05,99
833,2022-01-05,14
834,2022-01-05,17
835,2022-01-05,7
836,2022-01-05,32
837,2022-01-05,19
838,2022-01-05,105
839,2022-01-05,10
840,2022-01-05,67
841,2022-01-05,66
842,2022-01-05,119
843,2022-01-05,11
844,2022-01-05,46
845,2022-01-05,63
846,2022-01-05,44
847,2022-01-05,59
848,2022-01-05,56
849,2022-01-06,88
850,2022-01-06,63
851,2022-01-06,18
852,2022-01-06,80
853,2022-01-06,89
854,2022-01-06,61
855,2022-01-06,43
856,2022-01-06,115
857,2022-01-06,87
858,2022-01-06,5
859,2022-01-06,24
860,2022-01-06,27
861,2022-01-06,41
862,2022-01-06,102
863,2022-01-06,12
864,2022-01-06,65
865,2022-01-06,14
866,2022-01-06,57
867,2022-01-06,51
868,2022-01-06,98
869,2022-01-06,64
870,2022-01-06,53
871,2022-01-06,59
872,2022-01-06,40
873,2022-01-06,66
874,2022-01-06,11
875,2022-01-06,112
876,2022-01-06,53
877,2022-01-06,110
878,2022-01-06,59
879,2022-01-06,18
880,2022-01-06,34
881,2022-01-06,107
882,2022-01-06,109
883,2022-01-06,56
884,2022-01-06,4
885,2022-01-06,56
886,2022-01-06,103
887,2022-01-06,36
888,2022-01-06,53
889,2022-01-06,19
890,2022-01-06,25
891,2022-01-06,36
892,2022-01-06,15
893,2022-01-06,69
894,2022-01-06,71
895,2022-01-06,68
896,2022-01-06,102
897,2022-01-06,57
898,2022-01-06,109
899,2022-01-06,80
900,2022-01-06,34
901,2022-01-06,30
902,2022-01-06,7
903,2022-01-06,19
904,2022-01-06,111
905,2022-01-06,62
906,2022-01-06,70
907,2022-01-06,90
908,2022-01-06,8
909,2022-01-06,77
910,2022-01-06,86
911,2022-01-06,54
912,2022-01-06,86
913,2022-01-06,48
914,2022-01-06,38
915,2022-01-06,96
916,2022-01-06,34
917,2022-01-06,62
918,2022-01-06,53
919,2022-01-06,53
920,2022-01-06,83
921,2022-01-06,82
922,2022-01-06,87
923,2022-01-06,58
924,2022-01-06,14
925,2022-01-06,2
926,2022-01-06,11
927,2022-01-06,83
928,2022-01-06,18
929,2022-01-06,48
930,2022-01-06,87
931,2022-01-06,59
932,2022-01-06,57
933,2022-01-06,37
934,2022-01-06,14
935,2022-01-06,0
936,2022-01-06,86
937,2022-01-06,10
938,2022-01-06,8
939,2022-01-06,117
940,2022-01-06,11
941,2022-01-06,41
942,2022-01-06,16
943,2022-01-06,2
944,2022-01-06,72
945,2022-01-06,28
946,2022-01-06,33
947,2022-01-06,86
948,2022-01-06,48
949,2022-01-06,102
950,2022-01-06,40
951,2022-01-06,49
952,2022-01-06,110
953,2022-01-06,39
954,2022-01-06,22
955,2022-01-06,38
956,2022-01-06,86
957,2022-01-06,80
958,2022-01-06,7
959,2022-01-06,7
960,2022-01-06,62
961,2022-01-06,44
962,2022-01-06,71
963,2022-01-06,64
964,2022-01-06,37
965,2022-01-06,71
966,2022-01-06,108
967,2022-01-06,11
968,2022-01-06,117
969,2022-01-06,35
970,2022-01-06,111
971,2022-01-06,55
972,2022-01-06,117
973,2022-01-06,36
974,2022-01-06,94
975,2022-01-06,9
976,2022-01-06,51
977,2022-01-06,65
978,2022-01-06,98
979,2022-01-06,105
980,2022-01-06,47
981,2022-01-06,24
982,2022-01-06,103
983,2022-01-06,26
984,2022-01-06,44
985,2022-01-06,95
986,2022-01-06,13
987,2022-01-06,73
988,2022-01-06,16
989,2022-01-06,5
990,2022-01-06,90
991,2022-01-06,50
992,2022-01-06,86
993,2022-01-06,22
994,2022-01-06,46
995,2022-01-06,78
996,2022-01-06,15
997,2022-01-06,105
998,2022-01-06,54
999,2022-01-06,34
1000,2022-01-06,14
1001,2022-01-06,82
1002,2022-01-06,92
1003,2022-01-06,85
1004,2022-01-06,13
1005,2022-01-06,20
1006,2022-01-06,89
1007,2022-01-06,0
1008,2022-01-06,17
1009,2022-01-06,72
1010,2022-01-06,81
1011,2022-01-06,57
1012,2022-01-06,43
1013,2022-01-06,4
1014,2022-01-06,34
1015,2022-01-06,61
1016,2022-01-06,77
1017,2022-01-06,43
1018,2022-01-07,75
1019,2022-01-07,70
1020,2022-01-07,77
1021,2022-01-07,0
1022,2022-01-07,115
1023,2022-01-07,9
1024,2022-01-07,65
1025,2022-01-07,76
1026,2022-01-07,0
1027,2022-01-07,20
1028,2022-01-07,116
1029,2022-01-07,4
1030,2022-01-07,11
1031,2022-01-07,72
1032,2022-01-07,55
1033,2022-01-07,7
1034,2022-01-07,97
1035,2022-01-07,92
1036,2022-01-07,29
1037,2022-01-07,95
1038,2022-01-07,90
1039,2022-01-07,65
1040,2022-01-07,42
1041,2022-01-07,116
1042,2022-01-07,14
1043,2022-01-07,86
1044,2022-01-07,46
1045,2022-01-07,27
1046,2022-01-07,38
1047,2022-01-07,88
1048,2022-01-07,60
1049,2022-01-07,92
1050,2022-01-07,9
1051,2022-01-07,71
1052,2022-01-07,7
1053,2022-01-07,3
1054,2022-01-07,39
1055,2022-01-07,43
1056,2022-01-07,19
1057,2022-01-07,6
1058,2022-01-07,106
1059,2022-01-07,104
1060,2022-01-07,24
1061,2022-01-07,59
1062,2022-01-07,77
1063,2022-01-07,119
1064,2022-01-07,63
1065,2022-01-07,84
1066,2022-01-07,37
1067,2022-01-07,13
1068,2022-01-07,47
1069,2022-01-07,90
1070,2022-01-07,81
1071,2022-01-07,109
1072,2022-01-07,104
1073,2022-01-07,33
1074,2022-01-07,112
1075,2022-01-07,2
1076,2022-01-07,90
1077,2022-01-07,47
1078,2022-01-07,50
1079,2022-01-07,116
1080,2022-01-07,65
1081,2022-01-07,100
1082,2022-01-07,90
1083,2022-01-07,41
1084,2022-01-07,117
1085,2022-01-07,96
1086,2022-01-07,26
1087,2022-01-07,93
1088,2022-01-07,89
1089,2022-01-07,84
1090,2022-01-07,104
1091,2022-01-07,77
1092,2022-01-07,104
1093,2022-01-07,12
1094,2022-01-07,45
1095,2022-01-07,119
1096,2022-01-07,20
1097,2022-01-07,99
1098,2022-01-07,84
1099,2022-01-07,85
1100,2022-01-07,89
1101,2022-01-07,108
1102,2022-01-07,19
1103,2022-01-07,1
1104,2022-01-07,48
1105,2022-01-07,53
1106,2022-01-07,111
1107,2022-01-07,32
1108,2022-01-07,73
1109,2022-01-07,18
1110,2022-01-07,39
1111,2022-01-07,12
1112,2022-01-07,74
1113,2022-01-07,70
1114,2022-01-07,83
1115,2022-01-07,72
1116,2022-01-07,17
1117,2022-01-07,52
1118,2022-01-07,105
1119,2022-01-07,46
1120,2022-01-07,34
1121,2022-01-07,19
1122,2022-01-07,83
1123,2022-01-07,111
1124,2022-01-07,41
1125,2022-01-07,8
1126,2022-01-07,13
1127,2022-01-07,1
1128,2022-01-07,38
1129,2022-01-07,54
1130,2022-01-07,101
1131,2022-01-07,94
1132,2022-01-07,8
1133,2022-01-07,32
1134,2022-01-07,98
1135,2022-01-07,42
1136,2022-01-07,9
1137,2022-01-07,92
1138,2022-01-07,97
1139,2022-01-07,65
1140,2022-01-07,101
1141,2022-01-07,6
1142,2022-01-07,32
1143,2022-01-07,1
1144,2022-01-07,63
1145,2022-01-07,1
1146,2022-01-07,34
1147,2022-01-07,25
1148,2022-01-07,111
1149,2022-01-07,43
1150,2022-01-07,28
1151,2022-01-07,114
1152,2022-01-07,46
1153,2022-01-07,54
1154,2022-01-07,8
1155,2022-01-07,99
1156,2022-01-07,29
1157,2022-01-07,12
1158,2022-01-07,88
1159,2022-01-07,59
1160,2022-01-07,22
1161,2022-01-07,39
1162,2022-01-07,63
1163,2022-01-07,47
1164,2022-01-07,81
1165,2022-01-07,113
1166,2022-01-07,36
1167,2022-01-07,19
1168,2022-01-07,6
1169,2022-01-07,39
1170,2022-01-07,100
1171,2022-01-07,104
1172,2022-01-07,82
1173,2022-01-07,116
1174,2022-01-07,31
1175,2022-01-07,53
1176,2022-01-07,39
1177,2022-01-07,12
1178,2022-01-07,45
1179,2022-01-07,95
1180,2022-01-07,32
1181,2022-01-07,83
1182,2022-01-07,117
1183,2022-01-07,58
1184,2022-01-07,60
1185,2022-01-07,59
1186,2022-01-07,39
1187,2022-01-07,24
1188,2022-01-07,41
1189,2022-01-08,65
1190,2022-01-08,41
1191,2022-01-08,94
1192,2022-01-08,17
1193,2022-01-08,31
1194,2022-01-08,27
1195,2022-01-08,62
1196,2022-01-08,105
1197,2022-01-08,95
1198,2022-01-08,22
1199,2022-01-08,85
1200,2022-01-08,101
1201,2022-01-08,38
1202,2022-01-08,39
1203,2022-01-08,12
1204,2022-01-08,100
1205,2022-01-08,75
1206,2022-01-08,14
1207,2022-01-08,25
1208,2022-01-08,59
1209,2022-01-08,84
1210,2022-01-08,6
1211,2022-01-08,15
1212,2022-01-08,37
1213,2022-01-08,92
1214,2022-01-08,17
1215,2022-01-08,45
1216,2022-01-08,44
1217,2022-01-08,95
1218,2022-01-08,107
1219,2022-01-08,42
1220,2022-01-08,70
1221,2022-01-08,85
1222,2022-01-08,103
1223,2022-01-08,10
1224,2022-01-08,82
1225,2022-01-08,106
1226,2022-01-08,93
1227,2022-01-08,16
1228,2022-01-08,52
1229,2022-01-08,93
1230,2022-01-08,75
1231,2022-01-08,73
1232,2022-01-08,97
1233,2022-01-08,10
1234,2022-01-08,103
1235,2022-01-08,92
1236,2022-01-08,93
1237,2022-01-08,47
1238,2022-01-08,39
1239,2022-01-08,109
1240,2022-01-08,62
1241,2022-01-08,4
1242,2022-01-08,55
1243,2022-01-08,30
1244,2022-01-08,2
1245,2022-01-08,6
1246,2022-01-08,108
